;CO_CURSO;DS_TURNO_ALUNO;DS_COR_RAÇA_ALUNO;IN_SEXO_ALUNO;NU_ANO_ALUNO_NASC;NU_MES_ALUNO_NASC;NU_DIA_ALUNO_NASC;CO_NACIONALIDADE_ALUNO;IN_DEF_AUDITIVA;IN_DEF_FISICA;IN_DEF_SUPERDOTACAO;DS_ALUNO_SITUACAO;IN_RESERVA_VAGAS;IN_RESERVA_ETNICO;IN_RESERVA_DEFICIENCIA;IN_RESERVA_ENSINO_PUBLICO;IN_RESERVA_RENDA_FAMILIAR;IN_FINANC_ESTUDANTIL;IN_APOIO_SOCIAL;CO_TIPO_ESCOLA_ENS_MEDIO;ANO_INGRESSO
2995;12354;Integral;;0;1994;3;4;1;;;;Cursando;1;0.0;0.0;1.0;1.0;;0;1;2015
2996;12354;Integral;;0;1997;5;28;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;0;1;2015
2997;12354;Integral;;1;1998;5;15;1;;;;Cursando;0;;;;;;0;0;2015
2998;12354;Integral;;0;1998;8;17;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;0;1;2015
2999;12354;Integral;;1;1984;4;15;1;;;;Cursando;0;;;;;;0;0;2015
3000;12354;Integral;;0;1997;12;15;1;;;;Cursando;0;;;;;;1;0;2015
3001;12354;Integral;;1;1979;1;21;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;1;1;2015
3002;12354;Integral;;0;1998;3;11;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;1;1;2015
3003;12354;Integral;;1;1994;10;25;1;;;;Cursando;0;;;;;;1;0;2015
3004;12354;Integral;;0;1996;9;10;1;;;;Cursando;1;0.0;0.0;1.0;1.0;;1;1;2015
3005;12354;Integral;;0;1997;6;4;1;;;;Desvinculado do curso;1;1.0;0.0;1.0;1.0;;0;1;2015
3006;12354;Integral;;0;1984;6;21;1;;;;Desvinculado do curso;1;0.0;0.0;1.0;0.0;;0;1;2015
3007;12354;Integral;;0;1958;10;31;1;;;;Desvinculado do curso;1;0.0;0.0;1.0;1.0;;0;1;2015
3008;12354;Integral;;0;1989;9;19;1;;;;Desvinculado do curso;0;;;;;;0;0;2016
3009;12354;Integral;;0;1997;3;1;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;1;1;2015
3010;12354;Integral;;0;1997;3;20;1;;;;Cursando;1;0.0;0.0;1.0;0.0;;0;1;2015
3011;12354;Integral;;0;1995;3;14;1;;;;Cursando;1;0.0;0.0;1.0;1.0;;0;1;2015
3012;12354;Integral;;0;1996;12;20;1;;;;Desvinculado do curso;0;;;;;;0;0;2015
3013;12354;Integral;;0;1985;7;20;1;;;;Matrícula trancada;0;;;;;;0;0;2016
3014;12354;Integral;;0;1963;2;12;1;;;;Desvinculado do curso;0;;;;;;0;0;2016
3015;12354;Integral;;0;1996;8;24;1;;;;Matrícula trancada;0;;;;;;0;0;2016
3016;12354;Integral;;0;1957;1;31;1;;;;Desvinculado do curso;1;0.0;0.0;1.0;0.0;;0;1;2016
3017;12354;Integral;;1;1984;6;18;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;1;1;2016
3018;12354;Integral;;0;1984;5;2;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;0;1;2016
3019;12354;Integral;;0;1976;1;3;1;;;;Desvinculado do curso;0;;;;;;0;0;2016
3020;12354;Integral;;1;1993;1;5;1;;;;Desvinculado do curso;1;0.0;0.0;1.0;1.0;;0;1;2016
3021;12354;Integral;;0;1995;3;4;1;;;;Cursando;1;0.0;0.0;1.0;0.0;;0;1;2016
3022;12354;Integral;;0;1972;9;9;1;;;;Matrícula trancada;0;;;;;;0;0;2016
3023;12354;Integral;;0;1997;3;8;1;;;;Cursando;0;;;;;;0;0;2016
3024;12354;Integral;;0;1996;6;28;1;;;;Cursando;0;;;;;;1;0;2016
3025;12354;Integral;;1;1996;12;4;1;;;;Cursando;0;;;;;;0;0;2016
3026;12354;Integral;;0;1997;2;16;1;;;;Desvinculado do curso;1;0.0;0.0;1.0;1.0;;0;1;2016
3027;12354;Integral;;0;1999;2;20;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;0;1;2016
3028;12354;Integral;;0;1979;9;1;1;;;;Cursando;0;;;;;;1;0;2016
3029;12354;Integral;;0;1996;11;12;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;0;1;2016
3030;12354;Integral;;0;1999;2;16;1;;;;Cursando;0;;;;;;1;0;2016
3031;12354;Integral;;1;1974;10;18;1;;;;Cursando;1;0.0;0.0;1.0;1.0;;1;1;2016
3032;12354;Integral;;1;1997;12;7;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;1;1;2016
3033;12354;Integral;;0;1990;8;14;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;1;1;2016
3034;12354;Integral;;0;1988;8;7;1;;;;Desvinculado do curso;0;;;;;;0;0;2016
3035;12354;Integral;;0;1998;1;5;1;;;;Cursando;0;;;;;;0;0;2016
3036;12354;Integral;;1;1993;1;9;1;;;;Desvinculado do curso;1;0.0;0.0;1.0;1.0;;0;1;2016
3037;18852;Integral;;1;1990;11;2;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;1;1;2014
3038;18852;Integral;;0;1990;4;5;1;;;;Cursando;1;0.0;0.0;1.0;1.0;;0;1;2015
3039;18852;Integral;;0;1982;8;19;1;;;;Formado;0;;;;;;0;0;2013
3040;18852;Integral;;0;1982;11;25;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;0;1;2015
3041;18852;Integral;;1;1981;9;28;1;;;;Cursando;0;;;;;;0;0;2014
3042;18852;Integral;;0;1990;1;2;1;;;;Cursando;0;;;;;;0;0;2015
3043;18852;Integral;;0;1984;6;25;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
3044;18852;Integral;;0;1982;8;5;1;;;;Cursando;0;;;;;;0;0;2011
3045;18852;Integral;;0;1982;5;4;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;0;1;2015
3046;18852;Integral;;1;1988;7;18;1;;;;Matrícula trancada;0;;;;;;0;0;2015
3047;18852;Integral;;1;1982;1;10;1;;;;Formado;0;;;;;;0;0;2011
3048;18852;Integral;;1;1987;5;28;1;;;;Cursando;1;0.0;0.0;1.0;1.0;;0;1;2014
3049;18852;Integral;;0;1990;6;16;1;;;;Cursando;0;;;;;;0;0;2016
3050;18852;Integral;;0;1990;4;23;1;;;;Formado;0;;;;;;0;0;2012
3051;18852;Integral;;0;1978;10;19;1;;;;Desvinculado do curso;0;;;;;;0;0;2008
3052;18852;Integral;;0;1972;6;1;1;;;;Formado;0;;;;;;0;0;2008
3053;18852;Integral;;1;1991;9;16;1;;;;Cursando;0;;;;;;0;0;2014
3054;18852;Integral;;0;1991;8;3;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
3055;18852;Integral;;0;1990;2;19;1;;;;Formado;0;;;;;;0;0;2012
3056;18852;Integral;;0;1991;11;20;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;0;1;2015
3057;18852;Integral;;1;1991;1;18;1;;;;Formado;0;;;;;;0;0;2012
3058;18852;Integral;;1;1992;6;10;1;;;;Cursando;0;;;;;;0;0;2014
3059;18852;Integral;;1;1991;12;23;1;;;;Cursando;0;;;;;;0;0;2016
3060;18852;Integral;;0;1982;4;17;1;;;;Cursando;0;;;;;;0;0;2009
3061;18852;Integral;;0;1979;12;31;1;;;;Matrícula trancada;0;;;;;;0;0;2012
3062;18852;Integral;;1;1984;10;28;1;;;;Cursando;0;;;;;;0;0;2014
3063;18852;Integral;;0;1984;1;20;1;;;;Matrícula trancada;0;;;;;;0;0;2016
3064;18852;Integral;;1;1983;6;12;1;;;;Cursando;0;;;;;;0;0;2016
3065;18852;Integral;;0;1985;5;16;1;;;;Cursando;0;;;;;;0;0;2016
3066;18852;Integral;;0;1987;3;1;1;;;;Matrícula trancada;1;1.0;0.0;1.0;0.0;;0;1;2014
3067;18852;Integral;;0;1987;7;23;1;;;;Matrícula trancada;1;1.0;0.0;1.0;1.0;;0;1;2015
3068;18852;Integral;;0;1987;5;2;1;;;;Cursando;0;;;;;;0;0;2014
3069;18852;Integral;;1;1975;5;17;1;;;;Formado;0;;;;;;0;0;2011
3070;18852;Integral;;1;1986;6;30;1;;;;Cursando;0;;;;;;0;0;2013
3071;18852;Integral;;0;1985;12;12;1;;;;Formado;0;;;;;;0;0;2012
3072;18852;Integral;;0;1979;12;20;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;1;1;2013
3073;18852;Integral;;1;1986;7;8;1;;;;Formado;0;;;;;;0;0;2012
3074;18852;Integral;;0;1979;8;20;1;;;;Cursando;0;;;;;;0;0;2012
3075;18852;Integral;;1;1989;5;4;1;;;;Cursando;0;;;;;;0;0;2015
3076;18852;Integral;;1;1987;2;26;1;;;;Transferido para outro curso da mesma IES;0;;;;;;0;0;2013
3077;18852;Integral;;1;1989;2;1;1;;;;Cursando;0;;;;;;0;0;2016
3078;18852;Integral;;0;1980;12;17;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;0;1;2014
3079;18852;Integral;;1;1985;8;8;1;;;;Desvinculado do curso;0;;;;;;0;0;2015
3080;18852;Integral;;0;1982;11;9;1;;;;Cursando;0;;;;;;0;0;2015
3081;18852;Integral;;0;1983;1;23;1;;;;Formado;0;;;;;;0;0;2012
3082;18852;Integral;;0;1971;3;5;1;;;;Formado;0;;;;;;0;0;2011
3083;18852;Integral;;1;1983;5;16;1;;;;Matrícula trancada;1;0.0;0.0;1.0;0.0;;0;1;2015
3084;18852;Integral;;1;1983;5;31;1;;;;Formado;0;;;;;;0;0;2012
3085;18852;Integral;;0;1977;2;26;1;;;;Formado;0;;;;;;0;0;2012
3086;18852;Integral;;0;1970;1;30;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;0;1;2014
3087;18852;Integral;;0;1988;9;13;1;;;;Formado;0;;;;;;0;0;2012
3088;18852;Integral;;0;1991;3;8;1;;;;Formado;0;;;;;;0;0;2012
3089;18852;Integral;;0;1981;9;20;1;;;;Desvinculado do curso;0;;;;;;0;0;2015
3090;18852;Integral;;1;1968;8;9;1;;;;Cursando;0;;;;;;0;0;2014
3091;18852;Integral;;1;1990;5;7;1;;;;Cursando;0;;;;;;0;0;2015
3092;18852;Integral;;0;1991;9;6;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;0;1;2016
3093;18852;Integral;;1;1987;11;5;1;;;;Cursando;0;;;;;;0;0;2016
3094;18852;Integral;;1;1986;11;5;1;;;;Cursando;0;;;;;;0;0;2015
3095;18852;Integral;;0;1980;11;12;1;;;;Cursando;0;;;;;;0;0;2016
3096;18852;Integral;;0;1992;5;29;1;;;;Cursando;0;;;;;;0;0;2012
3097;18852;Integral;;0;1986;1;30;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;0;1;2014
3098;18852;Integral;;0;1979;5;3;1;;;;Matrícula trancada;0;;;;;;0;0;2013
3099;18852;Integral;;0;1991;5;12;1;;;;Cursando;0;;;;;;0;0;2013
3100;18852;Integral;;0;1980;4;24;1;;;;Desvinculado do curso;0;;;;;;0;0;2014
3101;18852;Integral;;1;1983;7;6;1;;;;Formado;0;;;;;;0;0;2010
3102;18852;Integral;;0;1970;1;1;1;;;;Cursando;0;;;;;;0;0;2010
3103;18852;Integral;;1;1992;10;27;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;0;1;2014
3104;18852;Integral;;0;1981;9;1;1;;;;Formado;0;;;;;;0;0;2013
3105;18852;Integral;;0;1990;5;6;1;;;;Formado;0;;;;;;0;0;2012
3106;18852;Integral;;0;1989;7;22;1;;;;Matrícula trancada;0;;;;;;0;0;2012
3107;18852;Integral;;1;1993;3;6;1;;;;Cursando;0;;;;;;0;0;2016
3108;18852;Integral;;1;1973;1;2;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;0;1;2014
3109;18852;Integral;;1;1986;12;5;1;;;;Desvinculado do curso;0;;;;;;0;0;2011
3110;18852;Integral;;1;1976;3;18;1;;;;Cursando;1;0.0;0.0;1.0;0.0;;0;1;2014
3111;18852;Integral;;1;1993;5;26;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;0;1;2013
3112;18852;Integral;;0;1993;9;13;1;;;;Cursando;0;;;;;;0;0;2016
3113;18852;Integral;;0;1984;4;14;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
3114;18852;Integral;;0;1968;1;20;1;;;;Cursando;0;;;;;;0;0;2014
3115;18852;Integral;;1;1994;1;4;1;;;;Cursando;0;;;;;;0;0;2012
3116;18852;Integral;;0;1983;8;6;1;;;;Cursando;0;;;;;;0;0;2013
3117;18852;Integral;;1;1977;5;21;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;1;1;2013
3118;18852;Integral;;1;1990;10;31;1;;;;Cursando;0;;;;;;0;0;2012
3119;18852;Integral;;0;1989;3;10;1;;;;Desvinculado do curso;1;1.0;0.0;1.0;0.0;;0;1;2016
3120;18852;Integral;;0;1980;12;13;1;;;;Cursando;1;0.0;0.0;1.0;0.0;;0;1;2014
3121;18852;Integral;;0;1993;8;12;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;0;1;2016
3122;18852;Integral;;0;1981;10;2;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;0;1;2014
3123;18852;Integral;;1;1991;9;30;1;;;;Cursando;0;;;;;;1;0;2014
3124;18852;Integral;;0;1989;2;6;1;;;;Formado;0;;;;;;0;0;2012
3125;18852;Integral;;1;1994;8;12;1;;;;Cursando;0;;;;;;0;0;2015
3126;18852;Integral;;1;1987;2;25;1;;;;Formado;0;;;;;;0;0;2011
3127;18852;Integral;;0;1993;1;30;1;;;;Formado;0;;;;;;0;0;2011
3128;18852;Integral;;0;1993;6;27;1;;;;Matrícula trancada;1;0.0;0.0;1.0;0.0;;0;1;2016
3129;18852;Integral;;1;1993;4;17;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;1;1;2015
3130;18852;Integral;;0;1992;1;17;1;;;;Formado;0;;;;;;1;0;2012
3131;18852;Integral;;0;1992;2;14;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;0;1;2016
3132;18852;Integral;;0;1982;5;14;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;0;1;2016
3133;18852;Integral;;1;1993;12;9;1;;;;Cursando;1;0.0;0.0;1.0;0.0;;0;1;2015
3134;18852;Integral;;0;1994;4;25;1;;;;Formado;0;;;;;;0;0;2013
3135;18852;Integral;;1;1979;2;20;1;;;;Cursando;0;;;;;;0;0;2016
3136;18852;Integral;;0;1993;8;8;1;;;;Formado;0;;;;;;0;0;2015
3137;18852;Integral;;1;1987;1;22;1;;;;Formado;0;;;;;;0;0;2013
3138;18852;Integral;;0;1984;1;7;1;;;;Transferido para outro curso da mesma IES;0;;;;;;0;0;2014
3139;18852;Integral;;1;1994;1;20;1;;;;Cursando;0;;;;;;0;0;2013
3140;18852;Integral;;0;1994;2;22;1;;;;Matrícula trancada;0;;;;;;0;0;2016
3141;18852;Integral;;0;1990;2;27;1;;;;Cursando;0;;;;;;0;0;2012
3142;18852;Integral;;0;1994;8;9;1;;;;Formado;0;;;;;;0;0;2012
3143;18852;Integral;;1;1993;9;9;1;;;;Formado;0;;;;;;0;0;2012
3144;18852;Integral;;1;1994;12;20;1;;;;Formado;0;;;;;;0;0;2012
3145;18852;Integral;;1;1993;10;4;1;;;;Formado;0;;;;;;0;0;2012
3146;18852;Integral;;0;1983;2;14;1;;;;Formado;0;;;;;;0;0;2012
3147;18852;Integral;;0;1979;12;18;1;;;;Cursando;0;;;;;;0;0;2012
3148;18852;Integral;;0;1985;5;3;1;;;;Formado;0;;;;;;0;0;2012
3149;18852;Integral;;1;1994;6;6;1;;;;Formado;0;;;;;;0;0;2012
3150;18852;Integral;;0;1993;1;27;1;;;;Formado;0;;;;;;0;0;2012
3151;18852;Integral;;0;1994;4;20;1;;;;Formado;0;;;;;;0;0;2012
3152;18852;Integral;;0;1993;4;12;1;;;;Formado;0;;;;;;0;0;2012
3153;18852;Integral;;1;1993;3;2;1;;;;Formado;0;;;;;;0;0;2012
3154;18852;Integral;;1;1994;10;18;1;;;;Formado;0;;;;;;0;0;2012
3155;18852;Integral;;1;1993;6;1;1;;;;Formado;0;;;;;;0;0;2012
3156;18852;Integral;;0;1994;1;1;1;;;;Formado;0;;;;;;0;0;2012
3157;18852;Integral;;1;1968;2;22;1;;;;Formado;0;;;;;;0;0;2012
3158;18852;Integral;;1;1992;10;21;1;;;;Cursando;0;;;;;;1;0;2012
3159;18852;Integral;;1;1993;12;29;1;;;;Formado;0;;;;;;0;0;2012
3160;18852;Integral;;0;1994;5;12;1;;;;Formado;0;;;;;;0;0;2012
3161;18852;Integral;;1;1994;2;28;1;;;;Cursando;0;;;;;;0;0;2012
3162;18852;Integral;;0;1994;1;25;1;;;;Formado;0;;;;;;0;0;2012
3163;18852;Integral;;1;1993;4;6;1;;;;Formado;0;;;;;;0;0;2012
3164;18852;Integral;;1;1992;9;24;1;;;;Cursando;0;;;;;;0;0;2012
3165;18852;Integral;;1;1995;9;25;1;;;;Formado;0;;;;;;0;0;2012
3166;18852;Integral;;0;1994;9;10;1;;;;Formado;0;;;;;;0;0;2012
3167;18852;Integral;;1;1994;9;12;1;;;;Cursando;0;;;;;;1;0;2012
3168;18852;Integral;;0;1993;5;17;1;;;;Formado;0;;;;;;0;0;2012
3169;18852;Integral;;1;1994;10;21;1;;;;Formado;0;;;;;;0;0;2012
3170;18852;Integral;;1;1992;12;20;1;;;;Cursando;0;;;;;;0;0;2012
3171;18852;Integral;;1;1992;4;7;1;;;;Formado;0;;;;;;0;0;2012
3172;18852;Integral;;0;1973;1;28;1;;;;Formado;0;;;;;;0;0;2012
3173;18852;Integral;;0;1985;12;2;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;0;1;2014
3174;18852;Integral;;1;1977;7;14;1;;;;Cursando;0;;;;;;0;0;2014
3175;18852;Integral;;1;1991;2;28;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;0;1;2013
3176;18852;Integral;;1;1993;4;29;1;;;;Cursando;0;;;;;;0;0;2014
3177;18852;Integral;;1;1995;1;3;1;;;;Cursando;0;;;;;;0;0;2014
3178;18852;Integral;;0;1994;3;30;1;;;;Cursando;0;;;;;;0;0;2015
3179;18852;Integral;;0;1995;3;10;1;;;;Matrícula trancada;0;;;;;;0;0;2014
3180;18852;Integral;;0;1977;5;14;1;;;;Desvinculado do curso;1;1.0;0.0;1.0;1.0;;0;1;2016
3181;18852;Integral;;1;1995;1;24;1;;;;Cursando;0;;;;;;0;0;2014
3182;18852;Integral;;1;1986;11;13;1;;;;Cursando;0;;;;;;0;0;2013
3183;18852;Integral;;1;1995;3;8;1;;;;Cursando;0;;;;;;0;0;2013
3184;18852;Integral;;0;1993;7;30;1;;;;Cursando;0;;;;;;0;0;2013
3185;18852;Integral;;0;1990;4;24;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;0;1;2013
3186;18852;Integral;;0;1993;5;23;1;;;;Cursando;0;;;;;;0;0;2013
3187;18852;Integral;;0;1994;1;24;1;;;;Cursando;0;;;;;;0;0;2013
3188;18852;Integral;;0;1979;9;27;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;0;1;2016
3189;18852;Integral;;0;1995;3;28;1;;;;Transferido para outro curso da mesma IES;0;;;;;;0;0;2013
3190;18852;Integral;;0;1996;2;14;1;;;;Cursando;0;;;;;;0;0;2015
3191;18852;Integral;;0;1986;10;8;1;;;;Cursando;0;;;;;;1;0;2014
3192;18852;Integral;;0;1991;12;31;1;;;;Cursando;1;0.0;0.0;1.0;1.0;;0;1;2015
3193;18852;Integral;;1;1995;12;21;1;;;;Cursando;0;;;;;;0;0;2014
3194;18852;Integral;;1;1994;5;25;1;;;;Cursando;0;;;;;;0;0;2013
3195;18852;Integral;;0;1978;12;4;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
3196;18852;Integral;;1;1995;7;15;1;;;;Cursando;0;;;;;;0;0;2013
3197;18852;Integral;;0;1988;4;17;1;;;;Cursando;0;;;;;;0;0;2013
3198;18852;Integral;;1;1995;10;7;1;;;;Cursando;0;;;;;;0;0;2013
3199;18852;Integral;;0;1994;10;9;1;;;;Cursando;0;;;;;;0;0;2013
3200;18852;Integral;;0;1989;2;21;1;;;;Cursando;0;;;;;;0;0;2014
3201;18852;Integral;;1;1993;8;1;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
3202;18852;Integral;;0;1996;5;8;1;;;;Cursando;0;;;;;;0;0;2013
3203;18852;Integral;;0;1995;2;20;1;;;;Cursando;0;;;;;;0;0;2013
3204;18852;Integral;;0;1993;12;9;1;;;;Cursando;0;;;;;;0;0;2013
3205;18852;Integral;;1;1994;6;18;1;;;;Cursando;0;;;;;;1;0;2013
3206;18852;Integral;;0;1995;7;6;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;0;1;2015
3207;18852;Integral;;0;1995;6;12;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;0;1;2015
3208;18852;Integral;;1;1995;10;27;1;;;;Cursando;0;;;;;;0;0;2015
3209;18852;Integral;;0;1973;8;2;1;;;;Cursando;0;;;;;;0;0;2016
3210;18852;Integral;;0;1978;12;26;1;;;;Matrícula trancada;0;;;;;;0;0;2015
3211;18852;Integral;;0;1973;10;10;1;;;;Cursando;0;;;;;;0;0;2014
3212;18852;Integral;;1;1994;1;22;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;1;1;2016
3213;18852;Integral;;0;1995;9;19;1;;;;Cursando;0;;;;;;0;0;2016
3214;18852;Integral;;0;1974;7;6;1;;;;Desvinculado do curso;0;;;;;;0;0;2015
3215;18852;Integral;;1;1995;2;14;1;;;;Cursando;0;;;;;;0;0;2014
3216;18852;Integral;;0;1968;1;10;1;;;;Matrícula trancada;0;;;;;;0;0;2014
3217;18852;Integral;;0;1996;10;12;1;;;;Cursando;0;;;;;;0;0;2014
3218;18852;Integral;;1;1995;10;1;1;;;;Cursando;1;0.0;0.0;1.0;1.0;;0;1;2014
3219;18852;Integral;;1;1995;10;11;1;;;;Cursando;0;;;;;;1;0;2014
3220;18852;Integral;;1;1995;11;26;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;1;1;2014
3221;18852;Integral;;0;1981;5;15;1;;;;Cursando;0;;;;;;0;0;2015
3222;18852;Integral;;1;1986;9;3;1;;;;Cursando;0;;;;;;0;0;2014
3223;18852;Integral;;1;1996;11;5;1;;;;Cursando;0;;;;;;0;0;2014
3224;18852;Integral;;0;1997;5;22;1;;;;Cursando;0;;;;;;0;0;2014
3225;18852;Integral;;0;1995;11;18;1;;;;Cursando;0;;;;;;1;0;2014
3226;18852;Integral;;1;1976;7;31;1;;;;Cursando;0;;;;;;0;0;2014
3227;18852;Integral;;0;1996;8;28;1;;;;Cursando;0;;;;;;0;0;2014
3228;18852;Integral;;1;1996;10;25;1;;;;Cursando;0;;;;;;1;0;2014
3229;18852;Integral;;0;1995;6;15;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;0;1;2016
3230;18852;Integral;;1;1995;5;19;1;;;;Cursando;1;0.0;0.0;1.0;1.0;;1;1;2014
3231;18852;Integral;;0;1987;2;13;1;;;;Cursando;0;;;;;;1;0;2014
3232;18852;Integral;;0;1969;9;24;1;;;;Cursando;0;;;;;;0;0;2014
3233;18852;Integral;;0;1996;2;1;1;;;;Cursando;0;;;;;;0;0;2014
3234;18852;Integral;;0;1996;7;21;1;;;;Cursando;1;0.0;0.0;1.0;0.0;;0;1;2014
3235;18852;Integral;;0;1986;8;28;1;;;;Matrícula trancada;0;;;;;;0;0;2014
3236;18852;Integral;;0;1966;7;7;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;0;1;2014
3237;18852;Integral;;0;1977;4;5;1;;;;Cursando;0;;;;;;0;0;2014
3238;18852;Integral;;0;1983;11;2;1;;;;Cursando;0;;;;;;0;0;2016
3239;18852;Integral;;0;1996;11;11;1;;;;Cursando;0;;;;;;0;0;2016
3240;18852;Integral;;0;1996;4;10;1;;;;Cursando;0;;;;;;0;0;2015
3241;18852;Integral;;0;1997;9;6;1;;;;Cursando;0;;;;;;0;0;2016
3242;18852;Integral;;1;1998;3;2;1;;;;Cursando;0;;;;;;0;0;2015
3243;18852;Integral;;0;1980;3;30;1;;;;Cursando;0;;;;;;0;0;2015
3244;18852;Integral;;0;1995;4;1;1;;;;Cursando;1;0.0;0.0;1.0;1.0;;0;1;2015
3245;18852;Integral;;1;1996;6;3;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;0;1;2015
3246;18852;Integral;;0;1997;2;21;1;;;;Cursando;0;;;;;;0;0;2015
3247;18852;Integral;;0;1976;7;12;1;0.0;0.0;0.0;Cursando;1;1.0;0.0;1.0;0.0;;0;1;2015
3248;18852;Integral;;0;1997;4;13;1;;;;Matrícula trancada;0;;;;;;0;0;2015
3249;18852;Integral;;1;1987;3;13;1;;;;Cursando;0;;;;;;0;0;2015
3250;18852;Integral;;1;1984;7;20;1;;;;Cursando;0;;;;;;0;0;2015
3251;18852;Integral;;1;1977;9;9;1;;;;Cursando;0;;;;;;0;0;2016
3252;18852;Integral;;0;1982;7;24;1;;;;Cursando;0;;;;;;0;0;2015
3253;18852;Integral;;0;1983;1;3;1;;;;Cursando;0;;;;;;0;0;2015
3254;18852;Integral;;1;1982;3;27;1;;;;Cursando;0;;;;;;0;0;2015
3255;18852;Integral;;1;1995;5;8;1;;;;Cursando;0;;;;;;0;0;2015
3256;18852;Integral;;1;1984;12;8;1;;;;Cursando;0;;;;;;0;0;2015
3257;18852;Integral;;0;1996;6;20;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;1;1;2015
3258;18852;Integral;;1;1996;7;3;1;;;;Cursando;0;;;;;;0;0;2015
3259;18852;Integral;;0;1996;7;25;1;;;;Desvinculado do curso;0;;;;;;0;0;2015
3260;18852;Integral;;0;1985;9;6;1;;;;Cursando;1;0.0;0.0;1.0;1.0;;0;1;2015
3261;18852;Integral;;0;1996;10;10;1;;;;Cursando;0;;;;;;0;0;2015
3262;18852;Integral;;1;1997;11;23;1;;;;Cursando;0;;;;;;0;0;2015
3263;18852;Integral;;1;1994;7;4;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;1;1;2015
3264;18852;Integral;;1;1998;1;7;1;;;;Desvinculado do curso;0;;;;;;0;0;2015
3265;18852;Integral;;0;1994;12;12;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;1;1;2015
3266;18852;Integral;;0;1979;12;5;1;;;;Cursando;1;0.0;0.0;1.0;0.0;;0;1;2015
3267;18852;Integral;;1;1996;9;10;1;;;;Cursando;0;;;;;;0;0;2016
3268;18852;Integral;;1;1996;12;3;1;;;;Cursando;0;;;;;;0;0;2016
3269;18852;Integral;;0;1997;9;24;1;;;;Matrícula trancada;0;;;;;;0;0;2016
3270;18852;Integral;;1;1993;4;7;1;;;;Cursando;1;0.0;0.0;1.0;1.0;;1;1;2016
3271;18852;Integral;;0;1997;9;13;1;;;;Cursando;0;;;;;;0;0;2016
3272;18852;Integral;;1;1996;11;23;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;0;1;2016
3273;18852;Integral;;1;1998;5;20;1;;;;Cursando;1;0.0;0.0;1.0;1.0;;0;1;2016
3274;18852;Integral;;0;1976;10;24;1;;;;Desvinculado do curso;1;0.0;0.0;1.0;0.0;;0;1;2015
3275;18852;Integral;;1;1986;9;18;1;;;;Cursando;0;;;;;;0;0;2016
3276;18852;Integral;;1;1996;7;26;1;;;;Cursando;1;0.0;0.0;1.0;1.0;;0;1;2016
3277;18852;Integral;;1;1998;2;14;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;0;1;2016
