;CO_CURSO;DS_TURNO_ALUNO;DS_COR_RAÇA_ALUNO;IN_SEXO_ALUNO;NU_ANO_ALUNO_NASC;NU_MES_ALUNO_NASC;NU_DIA_ALUNO_NASC;CO_NACIONALIDADE_ALUNO;IN_DEF_AUDITIVA;IN_DEF_FISICA;IN_DEF_SUPERDOTACAO;DS_ALUNO_SITUACAO;IN_RESERVA_VAGAS;IN_RESERVA_ETNICO;IN_RESERVA_DEFICIENCIA;IN_RESERVA_ENSINO_PUBLICO;IN_RESERVA_RENDA_FAMILIAR;IN_FINANC_ESTUDANTIL;IN_APOIO_SOCIAL;CO_TIPO_ESCOLA_ENS_MEDIO;ANO_INGRESSO
5391;116756;Noturno;;1;1995;12;23;1;;;;Cursando;0;;;;;;0;0;2014
5392;116756;Noturno;;0;1994;12;20;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5393;116756;Integral;;0;1993;12;22;1;;;;Cursando;0;;;;;;0;0;2013
5394;116756;Noturno;;1;1994;4;4;1;;;;Cursando;0;;;;;;0;0;2013
5395;116756;Integral;;1;1995;7;17;1;;;;Desvinculado do curso;0;;;;;;0;0;2015
5396;116756;Noturno;;0;1992;12;24;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5397;116756;Noturno;;0;1991;10;25;1;;;;Cursando;0;;;;;;0;0;2013
5398;116756;Integral;;0;1993;8;5;1;;;;Formado;0;;;;;;1;0;2013
5399;116756;Integral;;0;1994;8;22;1;;;;Formado;1;0.0;0.0;1.0;0.0;;0;1;2013
5400;116756;Integral;;0;1995;10;20;1;;;;Cursando;0;;;;;;0;0;2013
5401;116756;Integral;;0;1992;5;4;1;;;;Cursando;0;;;;;;0;0;2013
5402;116756;Noturno;;0;1993;7;27;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5403;116756;Integral;;0;1996;1;21;1;;;;Cursando;0;;;;;;0;0;2013
5404;116756;Noturno;;0;1995;11;4;1;;;;Desvinculado do curso;0;;;;;;0;0;2015
5405;116756;Integral;;1;1994;2;1;1;;;;Cursando;0;;;;;;1;0;2013
5406;116756;Integral;;1;1995;11;3;1;;;;Formado;0;;;;;;0;0;2013
5407;116756;Integral;;1;1995;3;12;1;;;;Cursando;0;;;;;;0;0;2013
5408;116756;Noturno;;1;1993;3;18;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5409;116756;Noturno;;0;1994;4;9;1;;;;Formado;0;;;;;;0;0;2013
5410;116756;Noturno;;0;1994;6;13;1;;;;Cursando;0;;;;;;1;0;2016
5411;116756;Integral;;1;1995;4;29;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5412;116756;Integral;;0;1994;10;1;1;;;;Cursando;0;;;;;;0;0;2013
5413;116756;Noturno;;0;1993;11;5;1;;;;Cursando;0;;;;;;0;0;2016
5414;116756;Integral;;0;1995;6;29;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5415;116756;Noturno;;0;1994;5;20;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5416;116756;Noturno;;1;1995;8;30;1;;;;Matrícula trancada;1;1.0;0.0;1.0;0.0;;0;1;2013
5417;116756;Integral;;1;1994;11;29;1;;;;Cursando;0;;;;;;0;0;2013
5418;116756;Integral;;1;1996;4;11;1;;;;Formado;0;;;;;;0;0;2013
5419;116756;Noturno;;0;1995;8;24;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5420;116756;Integral;;0;1995;1;24;1;;;;Formado;0;;;;;;0;0;2013
5421;116756;Integral;;0;1994;12;27;1;;;;Cursando;0;;;;;;0;0;2013
5422;116756;Noturno;;0;1992;2;22;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5423;116756;Noturno;;0;1993;1;1;1;;;;Cursando;0;;;;;;0;0;2013
5424;116756;Noturno;;0;1996;1;13;1;;;;Formado;0;;;;;;0;0;2013
5425;116756;Integral;;0;1995;7;5;1;;;;Cursando;0;;;;;;0;0;2013
5426;116756;Integral;;1;1996;5;10;1;;;;Cursando;0;;;;;;0;0;2013
5427;116756;Noturno;;0;1996;1;29;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5428;116756;Noturno;;0;1995;5;15;1;;;;Formado;0;;;;;;0;0;2013
5429;116756;Noturno;;0;1995;10;28;1;;;;Cursando;0;;;;;;0;0;2013
5430;116756;Integral;;0;1995;8;1;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5431;116756;Integral;;0;1996;10;10;1;;;;Cursando;0;;;;;;0;0;2013
5432;116756;Vespertino;;0;1996;3;7;1;;;;Cursando;0;;;;;;0;0;2013
5433;116756;Integral;;1;1995;4;5;1;;;;Cursando;0;;;;;;0;0;2013
5434;116756;Integral;;0;1994;8;30;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5435;116756;Noturno;;1;1993;8;11;1;;;;Cursando;0;;;;;;0;0;2013
5436;116756;Integral;;0;1996;7;2;1;;;;Cursando;0;;;;;;0;0;2013
5437;116756;Integral;;0;1994;10;26;1;;;;Cursando;0;;;;;;0;0;2013
5438;116756;Integral;;0;1995;11;20;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5439;116756;Integral;;0;1995;2;15;1;;;;Cursando;0;;;;;;0;0;2013
5440;116756;Noturno;;0;1993;8;24;1;;;;Cursando;0;;;;;;0;0;2013
5441;116756;Noturno;;0;1993;10;21;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5442;116756;Integral;;0;1995;2;12;1;;;;Cursando;0;;;;;;0;0;2013
5443;116756;Noturno;;0;1994;4;22;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5444;116756;Noturno;;0;1994;12;28;1;;;;Cursando;0;;;;;;0;0;2013
5445;116756;Noturno;;0;1993;8;26;1;;;;Formado;0;;;;;;0;0;2013
5446;116756;Integral;;1;1994;10;15;1;;;;Cursando;0;;;;;;0;0;2013
5447;116756;Noturno;;1;1995;1;16;1;;;;Cursando;0;;;;;;0;0;2016
5448;116756;Noturno;;1;1994;8;16;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5449;116756;Noturno;;0;1996;3;26;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5450;116756;Integral;;0;1995;8;30;1;;;;Cursando;0;;;;;;0;0;2013
5451;116756;Noturno;;0;1995;11;28;1;;;;Cursando;0;;;;;;0;0;2013
5452;116756;Noturno;;0;1990;9;5;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5453;116756;Integral;;0;1995;11;25;1;;;;Formado;0;;;;;;0;0;2013
5454;116756;Integral;;0;1996;4;10;1;;;;Cursando;0;;;;;;0;0;2013
5455;116756;Integral;;0;1995;12;16;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5456;116756;Integral;;0;1994;5;25;1;;;;Formado;1;1.0;0.0;1.0;0.0;;0;1;2013
5457;116756;Integral;;0;1994;6;29;1;;;;Formado;1;0.0;0.0;1.0;1.0;;0;1;2013
5458;116756;Integral;;1;1995;7;3;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5459;116756;Integral;;1;1994;6;4;1;;;;Cursando;0;;;;;;0;0;2013
5460;116756;Noturno;;1;1994;12;12;1;;;;Cursando;0;;;;;;0;0;2013
5461;116756;Noturno;;1;1993;4;29;1;;;;Cursando;0;;;;;;0;0;2016
5462;116756;Integral;;0;1993;12;6;1;;;;Cursando;0;;;;;;0;0;2013
5463;116756;Integral;;0;1994;8;9;1;;;;Cursando;0;;;;;;0;0;2013
5464;116756;Integral;;0;1994;4;30;1;;;;Formado;0;;;;;;1;0;2013
5465;116756;Integral;;0;1995;6;27;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5466;116756;Noturno;;0;1994;7;28;1;;;;Matrícula trancada;1;1.0;0.0;1.0;1.0;;0;1;2013
5467;116756;Integral;;1;1994;10;18;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5468;116756;Noturno;;0;1964;10;26;1;;;;Cursando;0;;;;;;0;0;2016
5469;116756;Noturno;;0;1994;2;6;1;;;;Formado;0;;;;;;0;0;2013
5470;116756;Noturno;;0;1981;3;4;1;;;;Cursando;1;0.0;0.0;1.0;0.0;;0;1;2013
5471;116756;Noturno;;0;1992;2;4;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5472;116756;Noturno;;0;1983;11;23;1;;;;Matrícula trancada;0;;;;;;0;0;2016
5473;116756;Integral;;0;1994;6;21;1;;;;Cursando;0;;;;;;0;0;2013
5474;116756;Integral;;1;1995;3;4;1;;;;Desvinculado do curso;1;0.0;0.0;1.0;1.0;;0;1;2013
5475;116756;Noturno;;0;1994;6;18;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5476;116756;Noturno;;0;1996;3;1;1;;;;Cursando;0;;;;;;0;0;2013
5477;116756;Noturno;;0;1993;2;2;1;;;;Cursando;0;;;;;;0;0;2013
5478;116756;Noturno;;0;1996;4;2;1;;;;Desvinculado do curso;1;1.0;0.0;1.0;0.0;;0;1;2013
5479;116756;Noturno;;1;1995;4;30;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5480;116756;Noturno;;0;1996;5;26;1;;;;Cursando;0;;;;;;0;0;2013
5481;116756;Integral;;1;1995;1;31;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;0;1;2013
5482;116756;Noturno;;1;1996;1;30;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5483;116756;Integral;;1;1996;3;8;1;;;;Cursando;0;;;;;;0;0;2013
5484;116756;Integral;;1;1994;7;4;1;;;;Desvinculado do curso;1;1.0;0.0;1.0;1.0;;0;1;2013
5485;116756;Integral;;0;1995;6;15;1;;;;Cursando;0;;;;;;0;0;2013
5486;116756;Noturno;;1;1995;10;16;1;;;;Cursando;0;;;;;;0;0;2013
5487;116756;Noturno;;0;1995;5;27;1;;;;Cursando;0;;;;;;0;0;2013
5488;116756;Noturno;;0;1991;6;6;1;;;;Cursando;1;0.0;0.0;1.0;0.0;;0;1;2015
5489;116756;Integral;;0;1993;11;26;1;;;;Formado;1;1.0;0.0;1.0;1.0;;0;1;2013
5490;116756;Noturno;;0;1995;12;1;1;;;;Desvinculado do curso;1;1.0;0.0;1.0;0.0;;0;1;2013
5491;116756;Integral;;0;1995;4;30;1;;;;Formado;0;;;;;;0;0;2013
5492;116756;Noturno;;0;1995;3;7;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5493;116756;Integral;;0;1995;1;5;1;;;;Cursando;1;0.0;0.0;1.0;0.0;;0;1;2015
5494;116756;Integral;;0;1995;4;28;1;;;;Cursando;0;;;;;;0;0;2013
5495;116756;Integral;;0;1994;8;24;1;;;;Formado;0;;;;;;0;0;2013
5496;116756;Integral;;0;1995;7;5;1;;;;Formado;0;;;;;;0;0;2013
5497;116756;Integral;;0;1996;2;29;1;;;;Formado;0;;;;;;0;0;2013
5498;116756;Noturno;;0;1995;9;1;1;;;;Cursando;0;;;;;;0;0;2013
5499;116756;Noturno;;0;1996;3;25;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5500;116756;Integral;;0;1993;12;21;1;;;;Cursando;0;;;;;;0;0;2013
5501;116756;Integral;;0;1994;12;3;1;;;;Cursando;0;;;;;;0;0;2013
5502;116756;Noturno;;0;1994;5;11;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5503;116756;Integral;;0;1994;7;27;1;;;;Cursando;0;;;;;;0;0;2013
5504;116756;Noturno;;0;1995;5;27;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5505;116756;Integral;;0;1995;4;7;1;;;;Cursando;0;;;;;;0;0;2013
5506;116756;Noturno;;0;1993;6;5;1;;;;Cursando;0;;;;;;1;0;2013
5507;116756;Integral;;0;1995;8;15;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;1;1;2013
5508;116756;Vespertino;;0;1995;1;17;1;;;;Formado;0;;;;;;0;0;2013
5509;116756;Noturno;;0;1995;1;24;1;;;;Formado;0;;;;;;0;0;2013
5510;116756;Integral;;0;1995;1;11;1;;;;Cursando;0;;;;;;0;0;2013
5511;116756;Integral;;0;1995;12;22;1;;;;Cursando;0;;;;;;0;0;2013
5512;116756;Integral;;0;1995;1;12;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;0;1;2013
5513;116756;Integral;;0;1993;12;30;1;;;;Formado;1;0.0;0.0;1.0;1.0;;0;1;2013
5514;116756;Noturno;;0;1992;12;28;1;;;;Cursando;0;;;;;;0;0;2013
5515;116756;Noturno;;0;1993;7;15;1;;;;Cursando;0;;;;;;0;0;2013
5516;116756;Noturno;;0;1995;5;17;1;;;;Desvinculado do curso;1;1.0;0.0;1.0;1.0;;0;1;2015
5517;116756;Noturno;;0;1994;11;10;1;;;;Cursando;0;;;;;;0;0;2013
5518;116756;Vespertino;;1;1995;9;17;1;;;;Cursando;0;;;;;;0;0;2013
5519;116756;Integral;;0;1995;10;8;1;;;;Cursando;0;;;;;;0;0;2013
5520;116756;Noturno;;1;1994;9;30;1;;;;Formado;0;;;;;;0;0;2013
5521;116756;Integral;;1;1994;4;8;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5522;116756;Integral;;0;1994;7;27;1;;;;Formado;1;0.0;0.0;1.0;0.0;;0;1;2013
5523;116756;Integral;;0;1994;9;16;1;;;;Formado;1;0.0;0.0;1.0;1.0;;0;1;2013
5524;116756;Integral;;1;1993;1;3;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5525;116756;Noturno;;1;1981;2;23;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5526;116756;Integral;;0;1995;1;19;1;;;;Cursando;0;;;;;;0;0;2013
5527;116756;Noturno;;1;1995;12;17;1;;;;Cursando;0;;;;;;0;0;2013
5528;116756;Noturno;;0;1995;7;8;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5529;116756;Integral;;0;1980;11;11;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5530;116756;Integral;;1;1992;4;20;1;;;;Cursando;1;0.0;0.0;1.0;0.0;;0;1;2013
5531;116756;Integral;;0;1995;1;20;1;;;;Formado;1;1.0;0.0;1.0;1.0;;0;1;2013
5532;116756;Noturno;;0;1995;6;12;1;;;;Formado;0;;;;;;0;0;2013
5533;116756;Integral;;0;1994;12;22;1;;;;Cursando;0;;;;;;0;0;2013
5534;116756;Integral;;0;1995;12;14;1;;;;Cursando;0;;;;;;0;0;2013
5535;116756;Noturno;;0;1994;11;23;1;;;;Cursando;0;;;;;;0;0;2013
5536;116756;Integral;;0;1995;1;17;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5537;116756;Noturno;;0;1995;3;1;1;;;;Cursando;0;;;;;;0;0;2013
5538;116756;Integral;;0;1995;9;4;1;;;;Cursando;0;;;;;;0;0;2013
5539;116756;Noturno;;0;1995;1;4;1;;;;Cursando;0;;;;;;0;0;2013
5540;116756;Noturno;;0;1994;3;18;1;;;;Cursando;0;;;;;;0;0;2013
5541;116756;Integral;;1;1994;12;28;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;0;1;2013
5542;116756;Noturno;;1;1995;4;5;1;;;;Cursando;0;;;;;;0;0;2013
5543;116756;Integral;;1;1995;7;21;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5544;116756;Noturno;;0;1994;5;29;1;;;;Matrícula trancada;0;;;;;;0;0;2016
5545;116756;Integral;;1;1994;4;19;1;0.0;1.0;0.0;Cursando;1;0.0;0.0;1.0;0.0;;0;1;2013
5546;116756;Noturno;;1;1996;3;25;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5547;116756;Noturno;;1;1995;6;9;1;;;;Cursando;0;;;;;;0;0;2013
5548;116756;Noturno;;1;1994;6;27;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5549;116756;Integral;;1;1996;2;5;1;;;;Cursando;0;;;;;;0;0;2013
5550;116756;Noturno;;0;1995;4;10;1;;;;Formado;0;;;;;;0;0;2013
5551;116756;Integral;;0;1995;1;16;1;;;;Desvinculado do curso;0;;;;;;0;0;2015
5552;116756;Integral;;0;1994;4;5;1;;;;Matrícula trancada;1;0.0;0.0;1.0;0.0;;0;1;2016
5553;116756;Integral;;0;1996;10;28;1;;;;Cursando;0;;;;;;0;0;2016
5554;116756;Integral;;0;1996;9;12;1;;;;Cursando;0;;;;;;0;0;2013
5555;116756;Integral;;0;1995;1;16;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5556;116756;Noturno;;0;1995;7;12;1;;;;Formado;0;;;;;;0;0;2013
5557;116756;Noturno;;0;1990;4;18;1;0.0;0.0;0.0;Matrícula trancada;1;1.0;0.0;1.0;0.0;;0;1;2013
5558;116756;Noturno;;0;1994;12;25;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5559;116756;Integral;;0;1996;3;19;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5560;116756;Integral;;0;1996;1;23;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5561;116756;Noturno;;0;1996;5;20;1;;;;Formado;0;;;;;;0;0;2013
5562;116756;Integral;;0;1994;7;24;1;;;;Formado;1;0.0;0.0;1.0;0.0;;0;1;2013
5563;116756;Noturno;;0;1996;4;17;1;;;;Formado;0;;;;;;0;0;2013
5564;116756;Integral;;0;1997;8;8;1;;;;Cursando;0;;;;;;0;0;2013
5565;116756;Integral;;0;1995;10;24;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5566;116756;Noturno;;0;1980;12;18;1;;;;Cursando;1;0.0;0.0;1.0;1.0;;0;1;2013
5567;116756;Noturno;;1;1995;10;8;1;;;;Cursando;0;;;;;;0;0;2013
5568;116756;Noturno;;1;1995;5;15;1;;;;Formado;0;;;;;;0;0;2013
5569;116756;Noturno;;0;1987;6;21;1;;;;Cursando;0;;;;;;0;0;2013
5570;116756;Integral;;1;1996;7;5;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5571;116756;Integral;;1;1995;8;15;1;;;;Cursando;0;;;;;;0;0;2013
5572;116756;Noturno;;0;1993;7;21;1;;;;Cursando;0;;;;;;0;0;2013
5573;116756;Noturno;;0;1993;9;8;1;;;;Cursando;0;;;;;;0;0;2013
5574;116756;Noturno;;0;1995;4;4;1;;;;Formado;0;;;;;;0;0;2013
5575;116756;Integral;;0;1994;2;26;1;;;;Desvinculado do curso;1;1.0;0.0;1.0;0.0;;0;1;2013
5576;116756;Integral;;0;1995;10;22;1;0.0;0.0;0.0;Cursando;0;;;;;;0;0;2013
5577;116756;Noturno;;0;1994;9;29;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;0;1;2013
5578;116756;Integral;;1;1983;10;18;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5579;116756;Noturno;;1;1992;11;16;1;;;;Cursando;0;;;;;;0;0;2013
5580;116756;Integral;;0;1995;6;21;1;;;;Formado;1;1.0;0.0;1.0;1.0;;0;1;2013
5581;116756;Noturno;;0;1995;5;30;1;;;;Formado;0;;;;;;0;0;2013
5582;116756;Noturno;;0;1994;8;14;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5583;116756;Integral;;0;1995;12;14;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5584;116756;Integral;;0;1996;1;15;1;;;;Formado;0;;;;;;0;0;2013
5585;116756;Integral;;0;1995;2;24;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5586;116756;Noturno;;0;1995;4;10;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5587;116756;Integral;;1;1995;6;1;1;;;;Formado;1;1.0;0.0;1.0;0.0;;0;1;2013
5588;116756;Integral;;1;1995;4;28;1;;;;Cursando;0;;;;;;0;0;2013
5589;116756;Noturno;;1;1994;3;24;1;;;;Cursando;0;;;;;;0;0;2013
5590;116756;Integral;;1;1995;2;10;1;;;;Cursando;0;;;;;;0;0;2016
5591;116756;Integral;;1;1994;10;18;1;;;;Cursando;0;;;;;;0;0;2013
5592;116756;Integral;;1;1995;5;12;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5593;116756;Integral;;1;1995;5;20;1;;;;Cursando;0;;;;;;0;0;2015
5594;116756;Integral;;1;1993;4;13;1;;;;Formado;0;;;;;;0;0;2013
5595;116756;Noturno;;1;1996;1;3;1;;;;Cursando;0;;;;;;0;0;2013
5596;116756;Noturno;;1;1994;6;14;1;;;;Cursando;0;;;;;;0;0;2013
5597;116756;Integral;;1;1994;10;27;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5598;116756;Integral;;1;1993;4;1;1;;;;Cursando;0;;;;;;0;0;2013
5599;116756;Noturno;;1;1995;11;20;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5600;116756;Noturno;;1;1995;10;25;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5601;116756;Integral;;1;1994;12;30;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5602;116756;Integral;;1;1994;9;8;1;;;;Formado;0;;;;;;0;0;2013
5603;116756;Integral;;0;1992;3;23;1;;;;Cursando;0;;;;;;0;0;2013
5604;116756;Vespertino;;1;1994;8;3;1;;;;Cursando;0;;;;;;0;0;2013
5605;116756;Noturno;;1;1992;3;12;1;;;;Cursando;0;;;;;;0;0;2013
5606;116756;Noturno;;0;1995;11;16;1;;;;Cursando;0;;;;;;0;0;2015
5607;116756;Noturno;;0;1995;11;21;1;;;;Cursando;0;;;;;;0;0;2014
5608;116756;Noturno;;0;1995;4;10;1;;;;Cursando;0;;;;;;0;0;2013
5609;116756;Noturno;;0;1995;2;14;1;;;;Formado;0;;;;;;0;0;2013
5610;116756;Noturno;;0;1995;6;12;1;;;;Cursando;0;;;;;;1;0;2013
5611;116756;Integral;;0;1995;4;13;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5612;116756;Integral;;0;1995;12;12;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5613;116756;Noturno;;0;1994;10;5;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;0;1;2013
5614;116756;Noturno;;0;1994;9;10;1;;;;Cursando;0;;;;;;0;0;2013
5615;116756;Integral;;0;1995;8;23;1;;;;Cursando;0;;;;;;0;0;2013
5616;116756;Noturno;;0;1994;9;26;1;;;;Formado;0;;;;;;0;0;2013
5617;116756;Integral;;0;1995;11;16;1;;;;Formado;1;0.0;0.0;1.0;0.0;;1;1;2013
5618;116756;Noturno;;0;1995;7;28;1;;;;Matrícula trancada;0;;;;;;0;0;2015
5619;116756;Noturno;;0;1994;11;11;1;;;;Cursando;1;0.0;0.0;1.0;1.0;;0;1;2015
5620;116756;Integral;;0;1994;9;13;1;;;;Cursando;0;;;;;;0;0;2013
5621;116756;Integral;;0;1995;2;5;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5622;116756;Integral;;0;1996;8;6;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5623;116756;Integral;;0;1995;10;17;1;;;;Formado;0;;;;;;0;0;2013
5624;116756;Integral;;0;1995;4;23;1;;;;Cursando;0;;;;;;0;0;2013
5625;116756;Integral;;0;1993;12;12;1;;;;Cursando;1;0.0;0.0;1.0;1.0;;0;1;2013
5626;116756;Integral;;0;1994;11;5;1;;;;Cursando;1;1.0;0.0;1.0;1.0;;0;1;2013
5627;116756;Integral;;0;1995;6;11;1;;;;Cursando;0;;;;;;1;0;2013
5628;116756;Integral;;1;1996;1;23;1;;;;Cursando;0;;;;;;0;0;2015
5629;116756;Integral;;0;1996;5;31;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5630;116756;Integral;;0;1996;3;23;1;;;;Cursando;0;;;;;;0;0;2013
5631;116756;Integral;;0;1996;4;30;1;;;;Formado;0;;;;;;0;0;2013
5632;116756;Noturno;;0;1994;11;29;1;;;;Desvinculado do curso;1;1.0;0.0;1.0;1.0;;0;1;2013
5633;116756;Noturno;;0;1993;1;9;1;;;;Cursando;1;0.0;0.0;1.0;0.0;;0;1;2013
5634;116756;Integral;;1;1993;9;26;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5635;116756;Integral;;0;1962;6;28;1;;;;Desvinculado do curso;0;;;;;;0;0;2016
5636;116756;Noturno;;1;1990;4;11;1;;;;Cursando;0;;;;;;0;0;2013
5637;116756;Noturno;;1;1996;10;4;1;;;;Cursando;0;;;;;;0;0;2013
5638;116756;Integral;;0;1994;2;4;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;0;1;2015
5639;116756;Integral;;0;1995;10;11;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5640;116756;Noturno;;0;1994;10;24;1;;;;Cursando;0;;;;;;0;0;2013
5641;116756;Noturno;;0;1993;6;23;1;;;;Cursando;0;;;;;;0;0;2013
5642;116756;Integral;;0;1995;4;8;1;;;;Cursando;0;;;;;;0;0;2013
5643;116756;Integral;;1;1995;7;16;1;;;;Formado;0;;;;;;0;0;2013
5644;116756;Vespertino;;1;1993;9;13;1;;;;Cursando;0;;;;;;0;0;2013
5645;116756;Integral;;0;1995;10;24;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5646;116756;Noturno;;1;1995;3;2;1;;;;Cursando;0;;;;;;0;0;2013
5647;116756;Noturno;;1;1985;6;16;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5648;116756;Vespertino;;0;1992;4;3;1;;;;Cursando;0;;;;;;0;0;2013
5649;116756;Noturno;;0;1993;2;6;1;;;;Cursando;1;0.0;0.0;1.0;0.0;;0;1;2013
5650;116756;Noturno;;0;1992;9;9;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5651;116756;Noturno;;0;1995;6;9;1;;;;Cursando;0;;;;;;0;0;2013
5652;116756;Noturno;;0;1983;8;16;1;;;;Matrícula trancada;1;1.0;0.0;1.0;0.0;;0;1;2016
5653;116756;Integral;;0;1967;10;11;1;;;;Cursando;0;;;;;;0;0;2013
5654;116756;Integral;;0;1996;2;22;1;;;;Cursando;1;0.0;0.0;1.0;0.0;;0;1;2016
5655;116756;Integral;;1;1984;10;8;1;;;;Cursando;0;;;;;;0;0;2013
5656;116756;Integral;;0;1995;8;16;1;;;;Formado;0;;;;;;0;0;2013
5657;116756;Noturno;;0;1994;11;13;1;;;;Cursando;0;;;;;;0;0;2013
5658;116756;Integral;;0;1995;2;22;1;;;;Cursando;0;;;;;;0;0;2013
5659;116756;Integral;;0;1993;2;12;1;;;;Formado;0;;;;;;0;0;2013
5660;116756;Integral;;0;1995;7;25;1;;;;Cursando;0;;;;;;0;0;2013
5661;116756;Noturno;;0;1994;12;1;1;;;;Matrícula trancada;0;;;;;;0;0;2013
5662;116756;Noturno;;0;1993;12;24;1;;;;Cursando;1;1.0;0.0;1.0;0.0;;0;1;2013
5663;116756;Integral;;0;1996;2;27;1;;;;Formado;0;;;;;;0;0;2013
5664;116756;Noturno;;1;1994;4;23;1;;;;Formado;1;0.0;0.0;1.0;1.0;;0;1;2013
5665;116756;Noturno;;1;1993;7;5;1;;;;Formado;0;;;;;;0;0;2013
5666;116756;Integral;;1;1994;12;21;1;;;;Cursando;0;;;;;;1;0;2013
5667;116756;Noturno;;1;1993;5;21;1;;;;Cursando;0;;;;;;1;0;2013
5668;116756;Integral;;1;1997;1;3;1;;;;Cursando;0;;;;;;0;0;2015
5669;116756;Noturno;;0;1993;4;14;1;;;;Cursando;0;;;;;;0;0;2013
5670;116756;Noturno;;0;1993;10;5;1;;;;Cursando;0;;;;;;0;0;2013
5671;116756;Noturno;;0;1994;10;17;1;;;;Cursando;0;;;;;;0;0;2013
5672;116756;Integral;;0;1995;3;6;1;;;;Cursando;0;;;;;;0;0;2014
5673;116756;Vespertino;;0;1994;3;14;1;;;;Cursando;0;;;;;;0;0;2014
5674;116756;Noturno;;0;1995;8;22;1;;;;Desvinculado do curso;0;;;;;;0;0;2013
5675;116756;Integral;;0;1996;7;8;1;;;;Cursando;0;;;;;;0;0;2013
5676;116756;Integral;;0;1995;12;12;1;;;;Matrícula trancada;0;;;;;;0;0;2013
